,time,open,high,low,close,tick_volume,spread,real_volume
407,1673287680,1.21999,1.22019,1.21995,1.22015,124,5,0
408,1673287740,1.22015,1.22015,1.21973,1.2198,141,5,0
409,1673287800,1.21979,1.2202,1.21979,1.22014,134,4,0
410,1673287860,1.22014,1.22014,1.21993,1.22013,117,5,0
411,1673287920,1.22013,1.22025,1.2200199999999999,1.22012,117,5,0
412,1673287980,1.22013,1.22017,1.21998,1.22,81,5,0
413,1673288040,1.22,1.22031,1.21998,1.22027,121,5,0
414,1673288100,1.22028,1.22033,1.22004,1.22007,104,5,0
415,1673288160,1.22007,1.22027,1.2199200000000001,1.22,110,5,0
416,1673288220,1.22,1.22005,1.21982,1.21983,86,5,0
417,1673288280,1.21983,1.22011,1.21981,1.22009,89,5,0
418,1673288340,1.22009,1.22011,1.21998,1.2200199999999999,62,5,0
419,1673288400,1.2200199999999999,1.22013,1.21985,1.2199200000000001,69,5,0
420,1673288460,1.2199200000000001,1.22027,1.21991,1.2202,68,5,0
421,1673288520,1.2202,1.22022,1.22007,1.22022,59,5,0
422,1673288580,1.22022,1.22034,1.22,1.22001,87,5,0
423,1673288640,1.22003,1.22004,1.2198,1.21994,67,5,0
424,1673288700,1.21994,1.22009,1.21975,1.21989,121,5,0
425,1673288760,1.21989,1.21994,1.21955,1.21981,116,5,0
426,1673288820,1.21981,1.22008,1.2198,1.22001,94,5,0
427,1673288880,1.2200199999999999,1.22027,1.21972,1.21988,122,5,0
428,1673288940,1.21988,1.22004,1.21982,1.21984,109,5,0
429,1673289000,1.21983,1.22005,1.21972,1.2199200000000001,106,5,0
430,1673289060,1.21994,1.21995,1.2194,1.21945,141,5,0
431,1673289120,1.21944,1.21971,1.21938,1.21971,94,5,0
432,1673289180,1.21971,1.21989,1.21953,1.21973,146,5,0
433,1673289240,1.21974,1.21982,1.21944,1.21963,136,5,0
434,1673289300,1.21963,1.21974,1.21942,1.21952,133,5,0
435,1673289360,1.21952,1.21973,1.21946,1.21964,94,5,0
436,1673289420,1.21963,1.21989,1.21962,1.21986,75,5,0
437,1673289480,1.21986,1.22001,1.21974,1.21982,85,5,0
438,1673289540,1.21983,1.2199200000000001,1.21967,1.21988,109,5,0
439,1673289600,1.21988,1.2199,1.21959,1.2196799999999999,99,5,0
440,1673289660,1.2197,1.21984,1.2196799999999999,1.21974,57,5,0
441,1673289720,1.21975,1.21976,1.21955,1.21971,55,5,0
442,1673289780,1.21971,1.21971,1.21942,1.21945,74,5,0
443,1673289840,1.21944,1.21966,1.21939,1.21961,73,5,0
444,1673289900,1.21963,1.21996,1.2195,1.21996,111,5,0
445,1673289960,1.21997,1.2200199999999999,1.2195,1.21952,140,5,0
446,1673290020,1.21951,1.21972,1.2194099999999999,1.21971,109,5,0
447,1673290080,1.2197,1.22037,1.2197,1.22006,192,5,0
448,1673290140,1.22004,1.22054,1.2200199999999999,1.22011,156,5,0
449,1673290200,1.22011,1.22018,1.21981,1.21984,143,5,0
450,1673290260,1.21984,1.21997,1.21973,1.21988,106,5,0
451,1673290320,1.21988,1.22015,1.21983,1.22013,70,5,0
452,1673290380,1.22013,1.22044,1.22012,1.22033,99,5,0
453,1673290440,1.22033,1.22061,1.2202600000000001,1.22049,59,5,0
454,1673290500,1.2205,1.22061,1.22024,1.22035,102,5,0
455,1673290560,1.22034,1.22035,1.22004,1.22004,119,5,0
456,1673290620,1.22005,1.22031,1.2199200000000001,1.22007,121,5,0
457,1673290680,1.22007,1.22042,1.21994,1.2204,147,5,0
458,1673290740,1.22039,1.22052,1.22024,1.22046,84,5,0
459,1673290800,1.22044,1.22069,1.22032,1.2205300000000001,109,5,0
460,1673290860,1.2205300000000001,1.22073,1.22045,1.22069,74,5,0
461,1673290920,1.22068,1.22085,1.22044,1.22056,102,5,0
462,1673290980,1.22057,1.22061,1.22037,1.2205,96,5,0
463,1673291040,1.2205,1.22062,1.22037,1.22051,66,5,0
464,1673291100,1.22051,1.22062,1.22034,1.22035,75,5,0
465,1673291160,1.22037,1.22037,1.22009,1.22025,62,5,0
466,1673291220,1.22024,1.22036,1.21996,1.22001,70,5,0
467,1673291280,1.22001,1.2200199999999999,1.21943,1.21962,103,5,0
468,1673291340,1.21961,1.21972,1.21952,1.21966,86,5,0
469,1673291400,1.21964,1.21976,1.2195,1.21966,94,5,0
470,1673291460,1.21967,1.21982,1.21961,1.21966,80,5,0
471,1673291520,1.21966,1.21972,1.21934,1.2195,79,5,0
472,1673291580,1.21952,1.2196500000000001,1.21949,1.21953,87,5,0
473,1673291640,1.21951,1.21975,1.21944,1.21971,79,5,0
474,1673291700,1.21972,1.21975,1.21923,1.2193,101,5,0
475,1673291760,1.21932,1.21951,1.21927,1.2194099999999999,74,5,0
476,1673291820,1.21939,1.21939,1.21916,1.21916,67,5,0
477,1673291880,1.21917,1.21917,1.21863,1.21866,92,4,0
478,1673291940,1.21864,1.21871,1.21857,1.21869,76,5,0
479,1673292000,1.21869,1.21889,1.21863,1.21874,131,5,0
480,1673292060,1.21875,1.21883,1.21839,1.21853,80,5,0
481,1673292120,1.21854,1.21865,1.21833,1.21834,70,5,0
482,1673292180,1.2184,1.21845,1.21823,1.21824,75,5,0
483,1673292240,1.21824,1.21831,1.21813,1.21826,53,5,0
484,1673292300,1.21826,1.21832,1.21803,1.21803,53,5,0
485,1673292360,1.21803,1.21813,1.21794,1.21812,46,5,0
486,1673292420,1.21812,1.2182,1.21799,1.218,33,5,0
487,1673292480,1.218,1.21832,1.21793,1.2182,65,5,0
488,1673292540,1.2182,1.21832,1.21813,1.21821,47,5,0
489,1673292600,1.21821,1.21824,1.21806,1.21808,69,5,0
490,1673292660,1.2180900000000001,1.21833,1.218,1.21822,88,5,0
491,1673292720,1.21822,1.21856,1.2182,1.21844,71,5,0
492,1673292780,1.21844,1.21866,1.21844,1.21861,36,5,0
493,1673292840,1.21862,1.21864,1.21849,1.21854,51,5,0
494,1673292900,1.21854,1.21856,1.2178200000000001,1.21804,116,5,0
495,1673292960,1.21804,1.21821,1.21777,1.2178200000000001,115,5,0
496,1673293020,1.2178200000000001,1.2182,1.21771,1.2182,91,5,0
497,1673293080,1.21821,1.21821,1.2174,1.21763,93,4,0
498,1673293140,1.21763,1.21798,1.21763,1.21798,24,5,0
499,1673293200,1.21799,1.21799,1.21784,1.21787,38,5,0
500,1673293260,1.2178499999999999,1.2183,1.2178499999999999,1.21822,57,5,0
501,1673293320,1.21822,1.21828,1.21813,1.21814,56,5,0
502,1673293380,1.21813,1.21823,1.21805,1.2181,39,5,0
503,1673293440,1.2181,1.21815,1.21799,1.21803,47,5,0
504,1673293500,1.21803,1.21812,1.21796,1.21796,45,5,0
505,1673293560,1.21797,1.21806,1.21793,1.21803,36,5,0
506,1673293620,1.21803,1.21822,1.21803,1.21812,67,5,0
507,1673293680,1.21812,1.21861,1.21812,1.21854,67,5,0
508,1673293740,1.21853,1.21856,1.21834,1.2184599999999999,71,5,0
509,1673293800,1.21845,1.21883,1.21845,1.21872,109,4,0
510,1673293860,1.21874,1.21895,1.21874,1.21892,64,5,0
511,1673293920,1.21891,1.21895,1.21885,1.21892,59,5,0
512,1673293980,1.21892,1.21906,1.21885,1.21901,74,5,0
513,1673294040,1.21903,1.21924,1.21901,1.21924,55,5,0
514,1673294100,1.21923,1.21944,1.21923,1.21926,77,5,0
515,1673294160,1.21926,1.21946,1.2191,1.21937,87,5,0
516,1673294220,1.21936,1.2196799999999999,1.21925,1.2196799999999999,60,5,0
517,1673294280,1.21973,1.21973,1.21949,1.21956,79,5,0
518,1673294340,1.21959,1.21962,1.21944,1.21944,63,5,0
519,1673294400,1.21944,1.2196,1.21943,1.21955,43,5,0
520,1673294460,1.21954,1.22021,1.21953,1.22019,96,6,0
521,1673294520,1.22019,1.22019,1.2197,1.21981,84,6,0
522,1673294580,1.21981,1.21981,1.21955,1.21956,85,6,0
523,1673294640,1.21955,1.21962,1.21942,1.21948,80,6,0
524,1673294700,1.21951,1.2196500000000001,1.21924,1.21934,91,6,0
525,1673294760,1.21934,1.21935,1.21881,1.21902,106,6,0
526,1673294820,1.21903,1.21924,1.21891,1.21909,100,6,0
527,1673294880,1.21909,1.21917,1.21903,1.21913,49,6,0
528,1673294940,1.21913,1.21923,1.21906,1.2191,46,6,0
529,1673295000,1.2191,1.21929,1.21909,1.2192,50,6,0
530,1673295060,1.21922,1.21926,1.21901,1.21926,41,6,0
531,1673295120,1.21926,1.21948,1.21925,1.21944,44,6,0
532,1673295180,1.21946,1.21963,1.21944,1.21954,41,6,0
533,1673295240,1.21954,1.21973,1.21952,1.2196500000000001,29,6,0
534,1673295300,1.21963,1.21967,1.21933,1.21945,57,6,0
535,1673295360,1.21946,1.21966,1.21945,1.21963,50,6,0
536,1673295420,1.21964,1.21972,1.21952,1.21954,55,6,0
537,1673295480,1.21954,1.21956,1.21934,1.2194099999999999,50,6,0
538,1673295540,1.2194099999999999,1.21945,1.2194,1.2194,23,6,0
539,1673295600,1.2194099999999999,1.21948,1.2193100000000001,1.21943,51,6,0
540,1673295660,1.21944,1.21955,1.2194099999999999,1.21944,37,6,0
541,1673295720,1.21945,1.21984,1.21945,1.21984,40,6,0
542,1673295780,1.21984,1.21989,1.21972,1.21973,22,6,0
543,1673295840,1.21976,1.21999,1.21976,1.21994,39,6,0
544,1673295900,1.2199200000000001,1.21993,1.21957,1.2196,45,6,0
545,1673295960,1.2196,1.2196,1.21923,1.21923,45,6,0
546,1673296020,1.21925,1.21933,1.21919,1.21926,46,6,0
547,1673296080,1.21925,1.21943,1.21921,1.21933,50,6,0
548,1673296140,1.21933,1.21963,1.21933,1.21959,67,6,0
549,1673296200,1.2196,1.21985,1.2196,1.2198,79,6,0
550,1673296260,1.2198,1.22004,1.21976,1.21996,72,6,0
551,1673296320,1.21998,1.22012,1.2198,1.2201,82,6,0
552,1673296380,1.22011,1.22023,1.2200199999999999,1.22016,57,6,0
553,1673296440,1.22013,1.22032,1.22004,1.22032,60,6,0
554,1673296500,1.22031,1.22032,1.21981,1.21984,63,6,0
555,1673296560,1.21984,1.21984,1.21944,1.21952,82,6,0
556,1673296620,1.21953,1.21955,1.21934,1.21935,60,6,0
557,1673296680,1.21933,1.21956,1.21921,1.21942,81,6,0
558,1673296740,1.21938,1.21942,1.21912,1.21923,87,6,0
559,1673296800,1.21921,1.21932,1.21903,1.2190400000000001,85,6,0
560,1673296860,1.2190400000000001,1.2190400000000001,1.21861,1.21862,57,6,0
561,1673296920,1.21856,1.21864,1.21827,1.21854,116,6,0
562,1673296980,1.21851,1.21855,1.21834,1.21842,116,6,0
563,1673297040,1.2184,1.2184599999999999,1.21832,1.21836,113,6,0
564,1673297100,1.21837,1.21847,1.2183,1.21835,70,6,0
565,1673297160,1.21835,1.21835,1.21792,1.21803,81,6,0
566,1673297220,1.21802,1.2181899999999999,1.21766,1.21784,127,6,0
567,1673297280,1.21787,1.21807,1.2176,1.21802,138,6,0
568,1673297340,1.21801,1.21831,1.21796,1.21821,100,6,0
569,1673297400,1.2181899999999999,1.21836,1.2180900000000001,1.2182,131,6,0
570,1673297460,1.2181899999999999,1.21829,1.21802,1.21803,80,6,0
571,1673297520,1.21801,1.21815,1.21798,1.21799,67,6,0
572,1673297580,1.21797,1.2181,1.21786,1.21789,71,6,0
573,1673297640,1.21791,1.21799,1.21784,1.21789,63,6,0
574,1673297700,1.21788,1.21811,1.21784,1.2180900000000001,116,6,0
575,1673297760,1.21811,1.2184,1.21803,1.21833,106,6,0
576,1673297820,1.21833,1.21852,1.21824,1.21851,80,6,0
577,1673297880,1.21852,1.21869,1.21848,1.21861,61,6,0
578,1673297940,1.21862,1.21876,1.21859,1.21867,59,6,0
579,1673298000,1.21868,1.21905,1.21865,1.21903,79,6,0
580,1673298060,1.21902,1.21905,1.21891,1.21895,49,6,0
581,1673298120,1.21896,1.21913,1.21892,1.21913,69,6,0
582,1673298180,1.21915,1.21915,1.21893,1.2190400000000001,58,6,0
583,1673298240,1.21908,1.21927,1.21903,1.21923,61,6,0
584,1673298300,1.21923,1.21937,1.21898,1.219,96,6,0
585,1673298360,1.21902,1.21922,1.21886,1.21922,129,6,0
586,1673298420,1.21922,1.21937,1.21922,1.21928,80,6,0
587,1673298480,1.21928,1.2196500000000001,1.21928,1.2196500000000001,51,6,0
588,1673298540,1.21966,1.21967,1.21954,1.21958,66,6,0
589,1673298600,1.21958,1.21967,1.21938,1.21947,66,6,0
590,1673298660,1.21949,1.21979,1.21946,1.2196799999999999,65,6,0
591,1673298720,1.2197,1.21971,1.21933,1.21933,98,6,0
592,1673298780,1.21933,1.21947,1.21922,1.21944,102,6,0
593,1673298840,1.21944,1.21951,1.21937,1.21943,64,6,0
594,1673298900,1.2194099999999999,1.21943,1.2193100000000001,1.2194,24,6,0
595,1673298960,1.2194,1.21955,1.21934,1.21953,47,6,0
596,1673299020,1.21951,1.21977,1.21943,1.21943,71,6,0
597,1673299080,1.21942,1.21957,1.2194,1.21949,36,6,0
598,1673299140,1.21947,1.21953,1.2194,1.21946,66,6,0
599,1673299200,1.21946,1.21975,1.21946,1.21969,68,6,0
600,1673299260,1.21969,1.21994,1.21964,1.21988,96,6,0
601,1673299320,1.21991,1.21991,1.21969,1.21974,49,6,0
602,1673299380,1.21974,1.21987,1.21973,1.21983,35,6,0
603,1673299440,1.21982,1.21985,1.21975,1.21977,46,6,0
604,1673299500,1.21977,1.21991,1.21976,1.21987,48,6,0
605,1673299560,1.21986,1.2199,1.21962,1.21983,105,6,0
606,1673299620,1.21983,1.21996,1.21972,1.21987,88,6,0
607,1673299680,1.21988,1.22012,1.21988,1.2200199999999999,76,6,0
608,1673299740,1.22003,1.22016,1.21998,1.22004,71,6,0
609,1673299800,1.22005,1.22025,1.2200199999999999,1.22022,94,6,0
610,1673299860,1.22023,1.22039,1.22022,1.2203,61,6,0
611,1673299920,1.2203,1.22031,1.22015,1.22015,49,6,0
612,1673299980,1.22015,1.22021,1.21994,1.21997,90,6,0
613,1673300040,1.21997,1.2200199999999999,1.21983,1.21996,60,6,0
614,1673300100,1.21996,1.21996,1.21976,1.21976,71,6,0
615,1673300160,1.21976,1.21996,1.21975,1.21995,58,6,0
616,1673300220,1.21995,1.21995,1.21972,1.21975,64,6,0
617,1673300280,1.21974,1.21986,1.21963,1.21975,71,6,0
618,1673300340,1.21975,1.21975,1.21961,1.21962,63,6,0
619,1673300400,1.21963,1.21975,1.21961,1.21973,53,6,0
620,1673300460,1.21973,1.21988,1.21971,1.21982,84,6,0
621,1673300520,1.21982,1.21982,1.2196,1.21963,65,6,0
622,1673300580,1.21963,1.21973,1.21959,1.21959,72,6,0
623,1673300640,1.21959,1.21974,1.21958,1.21973,85,6,0
624,1673300700,1.21973,1.21973,1.21943,1.2195,61,6,0
625,1673300760,1.2195,1.22,1.2195,1.21995,94,6,0
626,1673300820,1.21996,1.21997,1.21974,1.21974,73,6,0
627,1673300880,1.21977,1.21979,1.21958,1.21964,82,6,0
628,1673300940,1.2196500000000001,1.21986,1.2196500000000001,1.21985,62,6,0
629,1673301000,1.21986,1.22007,1.21971,1.22006,55,6,0
630,1673301060,1.22006,1.22016,1.21998,1.21999,69,6,0
631,1673301120,1.22,1.2200199999999999,1.21982,1.21994,74,6,0
632,1673301180,1.21993,1.22023,1.21993,1.22008,62,6,0
633,1673301240,1.22008,1.22018,1.21991,1.21991,72,6,0
634,1673301300,1.2199200000000001,1.22004,1.21991,1.22004,42,6,0
635,1673301360,1.22004,1.22012,1.2199200000000001,1.21993,69,6,0
636,1673301420,1.21994,1.22016,1.21991,1.22013,37,6,0
637,1673301480,1.22021,1.22043,1.22017,1.22042,51,6,0
638,1673301540,1.22044,1.22044,1.22023,1.22036,79,6,0
639,1673301600,1.22038,1.22038,1.22,1.22019,68,6,0
640,1673301660,1.22019,1.2203,1.21993,1.22,53,6,0
641,1673301720,1.22001,1.22005,1.2194,1.21948,130,6,0
642,1673301780,1.21948,1.21951,1.2193100000000001,1.21932,65,6,0
643,1673301840,1.21932,1.21954,1.21925,1.21954,63,6,0
644,1673301900,1.21952,1.2197,1.2194,1.21948,83,6,0
645,1673301960,1.2195,1.2196500000000001,1.21924,1.21925,61,6,0
646,1673302020,1.21924,1.2193100000000001,1.21906,1.21908,84,6,0
647,1673302080,1.21908,1.21927,1.21903,1.21927,86,6,0
648,1673302140,1.21927,1.21944,1.21923,1.21923,46,6,0
649,1673302200,1.21925,1.21937,1.21921,1.21923,36,6,0
650,1673302260,1.21923,1.21923,1.21902,1.21903,54,6,0
651,1673302320,1.21897,1.21901,1.21881,1.21885,72,6,0
652,1673302380,1.21884,1.21891,1.21873,1.2189,54,6,0
653,1673302440,1.21889,1.2189,1.21873,1.21882,82,6,0
654,1673302500,1.21882,1.2190699999999999,1.21882,1.21896,60,6,0
655,1673302560,1.21898,1.21935,1.21897,1.21914,66,6,0
656,1673302620,1.21915,1.21924,1.2190400000000001,1.2190699999999999,68,6,0
657,1673302680,1.21905,1.21926,1.2190400000000001,1.21919,90,6,0
658,1673302740,1.21919,1.21926,1.21901,1.21905,85,6,0
659,1673302800,1.21905,1.21922,1.21898,1.21922,65,6,0
660,1673302860,1.21922,1.21942,1.21918,1.21939,101,6,0
661,1673302920,1.21938,1.21938,1.21916,1.21928,110,6,0
662,1673302980,1.21928,1.21928,1.21913,1.21919,92,6,0
663,1673303040,1.21919,1.2192,1.21878,1.21892,89,6,0
664,1673303100,1.21891,1.21895,1.21872,1.2187999999999999,110,6,0
665,1673303160,1.2187999999999999,1.21911,1.2187999999999999,1.2190400000000001,76,6,0
666,1673303220,1.21905,1.21912,1.21893,1.21897,70,6,0
667,1673303280,1.21897,1.21897,1.21873,1.21885,113,6,0
668,1673303340,1.21885,1.219,1.2187000000000001,1.21872,97,6,0
669,1673303400,1.21875,1.21891,1.21859,1.2186,120,6,0
670,1673303460,1.2186,1.2187000000000001,1.21849,1.21864,126,6,0
671,1673303520,1.21866,1.21866,1.21837,1.21838,100,6,0
672,1673303580,1.21838,1.21852,1.21822,1.21837,128,6,0
673,1673303640,1.21836,1.21864,1.21833,1.21856,108,6,0
674,1673303700,1.21855,1.21873,1.21845,1.21873,117,6,0
675,1673303760,1.21873,1.21888,1.21859,1.21868,83,4,0
676,1673303820,1.21868,1.21879,1.21859,1.21868,95,6,0
677,1673303880,1.21866,1.21868,1.21851,1.21862,137,6,0
678,1673303940,1.21862,1.21872,1.21851,1.21851,91,6,0
679,1673304000,1.21852,1.2186,1.2184599999999999,1.21859,87,6,0
680,1673304060,1.21851,1.21879,1.21849,1.21877,115,6,0
681,1673304120,1.21876,1.21892,1.2187000000000001,1.21889,120,6,0
682,1673304180,1.21889,1.21897,1.21876,1.21887,104,6,0
683,1673304240,1.21887,1.21902,1.21885,1.21898,108,6,0
684,1673304300,1.21897,1.21897,1.21881,1.21892,69,6,0
685,1673304360,1.2189,1.2189,1.21872,1.2187999999999999,108,6,0
686,1673304420,1.2187999999999999,1.21881,1.21852,1.21863,106,6,0
687,1673304480,1.21865,1.21867,1.21854,1.21865,65,6,0
688,1673304540,1.21865,1.21883,1.2186,1.21883,67,6,0
689,1673304600,1.21883,1.21897,1.21869,1.21881,152,6,0
690,1673304660,1.21881,1.21886,1.21866,1.21876,109,6,0
691,1673304720,1.21876,1.21881,1.21837,1.21858,140,6,0
692,1673304780,1.21858,1.21869,1.21827,1.21833,140,6,0
693,1673304840,1.21833,1.21849,1.21832,1.21841,122,6,0
694,1673304900,1.21841,1.21842,1.21818,1.2181899999999999,151,6,0
695,1673304960,1.2182,1.21831,1.21812,1.21818,137,6,0
696,1673305020,1.2181899999999999,1.21826,1.2181,1.21818,140,6,0
697,1673305080,1.21818,1.21822,1.21799,1.2181,128,6,0
698,1673305140,1.2181,1.21812,1.21797,1.218,141,6,0
699,1673305200,1.21801,1.21817,1.21793,1.21811,71,6,0
700,1673305260,1.21811,1.21811,1.21798,1.218,60,9,0
701,1673305320,1.218,1.21808,1.21792,1.21798,50,9,0
702,1673305380,1.21797,1.21815,1.21793,1.21812,23,9,0
703,1673305440,1.21807,1.21812,1.21807,1.21811,22,9,0
704,1673305500,1.21811,1.21811,1.21804,1.2180900000000001,15,9,0
705,1673305560,1.2180900000000001,1.2180900000000001,1.21793,1.21798,30,9,0
706,1673305620,1.21798,1.218,1.21796,1.21799,8,9,0
707,1673305680,1.21799,1.21799,1.21794,1.21795,9,9,0
708,1673305740,1.21798,1.21823,1.21798,1.21814,23,9,0
709,1673305800,1.21813,1.21818,1.21811,1.21811,19,9,0
710,1673305860,1.2180900000000001,1.2180900000000001,1.21797,1.21802,19,9,0
711,1673305920,1.21802,1.21802,1.21794,1.21799,22,9,0
712,1673305980,1.218,1.218,1.21788,1.21788,24,9,0
713,1673306040,1.21788,1.21789,1.21776,1.21788,47,9,0
714,1673306100,1.21788,1.21804,1.2178499999999999,1.21794,32,9,0
715,1673306160,1.21794,1.21799,1.2179,1.21796,58,9,0
716,1673306220,1.21796,1.21798,1.21795,1.21796,8,9,0
717,1673306280,1.21796,1.21797,1.2179,1.21793,21,9,0
718,1673306340,1.21793,1.21799,1.21793,1.21796,20,9,0
719,1673306400,1.21796,1.2181,1.21796,1.21798,31,9,0
720,1673306460,1.21794,1.21797,1.2179,1.21796,13,9,0
721,1673306520,1.21796,1.21805,1.2179,1.21792,23,9,0
722,1673306580,1.21791,1.21798,1.21789,1.21795,27,9,0
723,1673306640,1.21796,1.21796,1.2179,1.21793,15,9,0
724,1673306700,1.21793,1.21793,1.21786,1.21788,7,9,0
725,1673306760,1.21788,1.21791,1.21784,1.21787,19,9,0
726,1673306820,1.21786,1.21792,1.21784,1.21789,22,9,0
727,1673306880,1.21791,1.21802,1.2179,1.21799,36,9,0
728,1673306940,1.21799,1.21804,1.21789,1.21804,30,9,0
729,1673307000,1.21802,1.21822,1.21801,1.21802,61,9,0
730,1673307060,1.21801,1.21802,1.21795,1.21797,14,9,0
731,1673307120,1.21802,1.21822,1.21802,1.21811,26,9,0
732,1673307180,1.21811,1.2181899999999999,1.21811,1.21813,24,9,0
733,1673307240,1.21814,1.21822,1.21811,1.21811,25,9,0
734,1673307300,1.21811,1.21822,1.2180900000000001,1.2182,25,9,0
735,1673307360,1.21818,1.21818,1.21808,1.21813,26,9,0
736,1673307420,1.21812,1.21822,1.21812,1.21821,22,9,0
737,1673307480,1.21821,1.21821,1.21816,1.21816,7,9,0
738,1673307540,1.21816,1.21816,1.21815,1.21815,2,9,0
739,1673307600,1.21815,1.21815,1.21815,1.21815,1,9,0
740,1673307660,1.21814,1.21822,1.21814,1.21818,15,9,0
741,1673307720,1.21818,1.21824,1.21818,1.21824,14,9,0
742,1673307780,1.21823,1.21833,1.21822,1.21832,16,9,0
743,1673307840,1.21832,1.21837,1.2183,1.21834,8,9,0
744,1673307900,1.21834,1.21834,1.21826,1.2183,11,9,0
745,1673307960,1.21829,1.21832,1.21821,1.21823,20,9,0
746,1673308020,1.21823,1.21832,1.2182,1.21829,19,9,0
747,1673308080,1.2183,1.21832,1.21817,1.21822,18,9,0
748,1673308140,1.21822,1.21833,1.21821,1.21831,19,9,0
749,1673308200,1.21831,1.21842,1.21826,1.21837,41,9,0
750,1673308260,1.21836,1.21847,1.21832,1.2184599999999999,33,9,0
751,1673308320,1.21845,1.2184599999999999,1.21831,1.21836,17,9,0
752,1673308380,1.21836,1.21838,1.21832,1.21837,31,19,0
753,1673308440,1.21838,1.21848,1.21838,1.21841,28,9,0
754,1673308500,1.21841,1.21841,1.21831,1.21837,17,19,0
755,1673308560,1.21836,1.21839,1.21833,1.21836,12,19,0
756,1673308620,1.21836,1.21837,1.21832,1.21835,18,19,0
757,1673308680,1.21836,1.2184599999999999,1.21836,1.2184,30,19,0
758,1673308740,1.21832,1.21839,1.21827,1.21836,13,16,0
759,1673308860,1.21842,1.21842,1.21791,1.21791,3,82,0
760,1673308920,1.21777,1.21777,1.21777,1.21777,1,98,0
761,1673308980,1.21713,1.2179,1.21713,1.2179,4,70,0
762,1673309100,1.2178200000000001,1.21784,1.2178200000000001,1.21784,2,98,0
763,1673309160,1.21784,1.21784,1.21784,1.21784,1,88,0
764,1673309220,1.2178499999999999,1.2178499999999999,1.2178499999999999,1.2178499999999999,1,84,0
765,1673309280,1.21756,1.21756,1.21756,1.21756,1,98,0
766,1673309340,1.2178499999999999,1.2178499999999999,1.2178499999999999,1.2178499999999999,1,80,0
767,1673309400,1.21716,1.21777,1.21635,1.21777,5,98,0
768,1673309460,1.21777,1.21777,1.21777,1.21777,1,98,0
769,1673309520,1.21777,1.21778,1.21777,1.21778,2,98,0
770,1673309580,1.21778,1.21778,1.21778,1.21778,1,98,0
771,1673309640,1.21778,1.21778,1.21777,1.21777,2,98,0
772,1673309760,1.21777,1.21787,1.21777,1.21777,3,98,0
773,1673309820,1.21716,1.21716,1.21716,1.21716,1,219,0
774,1673309880,1.21685,1.21716,1.21685,1.21701,4,206,0
775,1673309940,1.21701,1.21771,1.21701,1.21771,4,78,0
776,1673310000,1.21753,1.21753,1.21701,1.21701,2,98,0
777,1673310060,1.21701,1.21753,1.21701,1.21752,3,98,0
778,1673310120,1.21777,1.21807,1.21777,1.21807,10,55,0
779,1673310180,1.21801,1.21801,1.2176,1.2176,3,98,0
780,1673310240,1.21761,1.21763,1.21761,1.21763,3,98,0
781,1673310300,1.21763,1.21764,1.21763,1.21764,2,98,0
782,1673310360,1.21778,1.21781,1.21764,1.21764,9,98,0
783,1673310420,1.2178,1.21781,1.21779,1.21779,8,98,0
784,1673310480,1.21779,1.2178200000000001,1.21735,1.2178200000000001,5,58,0
785,1673310540,1.21788,1.21788,1.2178200000000001,1.2178200000000001,8,58,0
786,1673310600,1.21789,1.21796,1.21783,1.21783,7,58,0
787,1673310660,1.21783,1.21783,1.21783,1.21783,1,69,0
788,1673310720,1.21783,1.21784,1.21783,1.21784,2,69,0
789,1673310780,1.21784,1.21786,1.21783,1.2178499999999999,9,69,0
790,1673310840,1.21784,1.2178499999999999,1.21781,1.21781,5,69,0
791,1673310900,1.21781,1.21781,1.21778,1.21779,6,69,0
792,1673310960,1.2178,1.21874,1.2178,1.21874,5,17,0
793,1673311020,1.21805,1.21874,1.21805,1.21874,2,17,0
794,1673311080,1.21805,1.21805,1.2178200000000001,1.2178200000000001,41,50,0
795,1673311140,1.21783,1.21787,1.2178200000000001,1.21784,132,68,0
796,1673311200,1.21783,1.21786,1.2178200000000001,1.21784,125,69,0
797,1673311260,1.2178499999999999,1.2178499999999999,1.21783,1.21783,3,69,0
798,1673311320,1.2178499999999999,1.2178499999999999,1.2178200000000001,1.2178200000000001,3,56,0
799,1673311380,1.21784,1.21786,1.21784,1.2178499999999999,9,69,0
800,1673311440,1.2178499999999999,1.21786,1.21783,1.2178499999999999,29,69,0
801,1673311500,1.21784,1.21812,1.2178200000000001,1.21812,6,17,0
802,1673311560,1.2178499999999999,1.21812,1.21784,1.2178499999999999,6,17,0
803,1673311620,1.21787,1.21793,1.21784,1.2178499999999999,5,56,0
804,1673311680,1.2179,1.21791,1.2179,1.2179,3,69,0
805,1673311740,1.2179,1.21812,1.2179,1.21792,3,17,0
806,1673311800,1.21793,1.218,1.21792,1.218,10,65,0
807,1673311860,1.218,1.218,1.21797,1.218,5,64,0
808,1673311920,1.21799,1.218,1.21799,1.218,2,60,0
809,1673311980,1.21799,1.21799,1.21799,1.21799,1,58,0
810,1673312040,1.21799,1.21799,1.21799,1.21799,1,57,0
811,1673312100,1.21759,1.218,1.21759,1.21798,6,55,0
812,1673312160,1.21812,1.21812,1.21799,1.218,3,17,0
813,1673312220,1.21801,1.21804,1.21801,1.21804,22,52,0
814,1673312280,1.21803,1.21812,1.21802,1.2180900000000001,7,17,0
